Deal_Type,Class,Valuation_Index,Liquidity_Index,Sales_Index,Leverage_Index,Profitability_Index,Employees_Index
INV,1,-2.88578448382327,0.287186589300478,26.4355862885951,-91.7498070496625,-0.01953593536735,1.53135483870968
M&A,1,-3.46796937054324,0.727476657876502,7.27578751270038,-62.1470701839127,1.8902061542819,0.029170287552368
M&A,0,-2.78208276691997,17.3620747444277,0.018539907931636,-57.5480241482092,3.53051991789933,0.058174039279388
M&A,1,-7.60137940797131,9.1190987919662,0.529513210664251,-57.1627426645913,0.000875573065441,0.00063125
M&A,1,-0.285565226197171,1.05779103138699,0.214836913268855,-53.1985565723704,1.224412936136,0.424242424242424
M&A,1,-1.68087809819796,0.515120141099938,0.037529024819758,-50.7410394654528,0.260693098225358,0.024376558603491
M&A,0,-0.805391280429102,1.37551056116618,19.2224829505874,-50.3213995279641,3.56875563733449,0.058760330578512
M&A,1,-0.910459071283814,0.866337773754786,0.030284247012435,-47.7183501951524,1.59296787172357,0.069480927892264
M&A,0,-5.01774328350571,0.676935185363752,6.06244570726175,-39.860276602826,-0.307039076213774,0.353835521769178
INV,1,-15.4256332378017,1.01322637147806,2.29981320117926,-38.5826511638533,0.048134838267742,0.702099417580929
M&A,1,-0.265015748290734,1.05994819969909,68.5010101153159,-37.0937920894541,1.2590750014343,0.171907756813417
M&A,1,-6.67744545154652,1.14425039338184,2.59054759022936,-33.0083838934909,-1.68642764716756,0.006511627906977
M&A,1,-0.487136056254892,1.50663153097819,5.37035346740018,-29.8085465974322,-19.0244322256754,0.01708
M&A,1,-5.39708264057828,1.01672400914174,0.481447728737707,-29.794245834447,-0.542051244268882,0.083333333333333
M&A,1,-2.73363901491645,0.014764152658119,8.89074251508928,-29.3178852811829,-2.91311526375048,0.011255813953488
M&A,1,-15.4398220542965,1.27640886225413,0.52743083564673,-27.8973578157933,-0.028704611551615,0.164977334542158
M&A,1,-22.5265325922482,2.22396024571205,0.161087342674909,-27.2422875281343,-0.336288755205923,0.030857142857143
M&A,1,-1.39126996215539,0.907216794392184,0.01982477483845,-27.0990873327834,2.6262032117238,0.049757177239127
M&A,0,-0.945158537216159,293328.660187988,1.38831692916688,-26.0767219344991,-0.058706076405734,0.00518
M&A,1,-6.64839788538596,0.682902196948753,12.6842670524563,-24.7352939965445,0.002345432407731,0.008586111807471
M&A,1,-0.941225281989255,13983.8008016894,21.3775797088129,-22.0075829920057,-2.87759609780041,0.030815675552518
M&A,1,-0.900068631586901,1.65315403105308,19.1464625185886,-21.3458083763306,1.48085527703986,0.063953488372093
M&A,1,-3.37802830225263,1.55574130974013,0.046893211136461,-19.5319371215784,-0.168534746113692,0.00734561752988
INV,1,-13.0494484241954,0.535464670440858,1.35978296611393,-17.6626531230448,0.091892833204095,0.088760273972603
M&A,1,-0.896517504595454,2.09451204796662,11.9509425440654,-17.2574169312049,7.94536375776578,0.02463768115942
M&A,1,-5.90683536212551,1.32398045294738,1.36511631433945,-17.1498596231043,-3.2857184869007,0.003744186046512
M&A,1,-6.88395073281656,1.33594274621539,0.276509286291264,-15.0206388050902,-0.214670887309909,0.039183557154561
M&A,1,-12.3188526119792,1.14919069260935,0.35545096850987,-12.7351263329104,-0.094006896994881,0.117248062015504
M&A,1,-1.8441416470532,1.06624314391771,3.16118259662746,-11.8421905848902,-3.19626834304929,0.010085464488032
M&A,1,-2.10952960878151,1.51157792924996,1.92849491840631,-11.4506993706116,-0.233292862272991,0.37629148195899
M&A,1,-12.8469551697939,0.881678966388278,3.15992292845543,-11.339346955676,0.025409852921984,0.434444444444444
M&A,0,-0.014791838660219,1.08630403822485,286.651299571283,-11.0989621012333,-0.956784234532224,0.655136268343816
M&A,1,-0.412484945804898,1.55313717076138,3.62071863380862,-11.0277352042457,6.11784054617429,0.014937095891948
M&A,1,-9.7112434663788,2.39723096845219,0.723630554617869,-10.1459569612517,-0.092258348623853,0.036253329387393
M&A,1,-0.452718312481117,0.109662496783234,0.035932155821732,-9.50886139209462,-0.394231777661248,0.006120689655172
M&A,1,-14.7945548483712,3.94621539200833,0.144614609245267,-9.28553619045796,0.064475195222784,0.022060986371213
M&A,1,-0.427621078521154,0.516547794256387,6.01433685555091,-8.51729321998399,2.48864531935307,0.001822222222222
M&A,1,-0.988470072179769,0.581757971779165,0.013263849226419,-8.17537165135169,-0.308234123025682,0.005533333333333
M&A,1,-7.51894635055437,1.22084365697093,1.36253261301203,-7.8716254970157,-0.093952224083642,0.230464159811986
M&A,1,-2.03138760757038,553776.472165133,8.13803199831292,-7.35934831714815,7.29466852945153,0.012307692307692
M&A,1,-2.76946413501737,1.31319781846611,0.388704305018322,-6.97637742046043,-0.113795281298152,0.092722445367282
M&A,1,-2.99265502102763,1.43694096601073,1.21561368051961,-6.92941598462943,-1.57361781185649,0.006773417915793
INV,1,-0.892362799056018,0.360289760737168,0.042974306765502,-6.83417674212635,-0.969098645343578,0.007973617040501
M&A,1,-10.8948291966575,2.255253280502,12.9952594142965,-6.76322831489774,0.428746975131721,2.3109243697479
M&A,1,-0.488924552226977,754238.355038064,1.1991262218411,-6.19913265334425,-0.260062589434252,0.004554545454545
M&A,1,-0.084168060950472,0.951276761283667,89.4171104532952,-6.1665509838741,2.0337672163764,0.26
M&A,1,-0.530298330636748,0.226141035833672,4.28138096672736,-6.07093672845925,-1.01514358795489,0.074983187626093
M&A,1,-0.848992017057679,339397.089397089,4.51380268418467,-5.80092912079872,3.40527610005423,0.100654149332166
M&A,0,-8.29004267229852,0.934474145344101,0.349286226971034,-5.55130420718257,0.975333723586194,0.509133178346064
M&A,1,-2.67817069445247,0.778350545454545,0.567222949651297,-5.35551744393816,0.882637717023768,0.174688057040998
M&A,0,-2.98671762757555,0.461946709914824,35.4766354403929,-4.84041633048121,-0.007346512896617,0.27
M&A,1,-1.74571406370479,1.64002157468181,1.70099238558912,-4.80122903220108,-0.23242495412844,0.174163953832495
M&A,1,-3.48530246711915,0.917757592112497,4.11307521459737,-4.31443769848801,-0.323874872329791,0.684931506849315
M&A,1,-8.07978199285463,0.856269273523287,0.122806605831094,-4.26566217769173,-0.078133442787431,0.014048503145763
INV,0,-2.39360815738822,0.867964801655891,0.985399811343537,-4.16373721125702,-0.20355225673921,0.233220269297975
M&A,1,-8.44118623753895,0.994788161068384,3.91389719227485,-4.08685328922564,-0.261072010724677,0.361471861471861
M&A,1,-0.48703876881404,10.4543615841326,0.000868121383931,-4.04163887548941,0.784289834237677,1.43181818181818
M&A,1,-0.103011382319965,0.000444972889233,0.007140486680216,-3.90617822089517,2.27822481248019,0.035831370358678
M&A,1,-20.6794965551749,169461.330710385,0.149717149661811,-3.82263681019779,0.927721879962175,0.49618320610687
M&A,1,-1.72186607228347,1.6823246972453,0.001103522269454,-3.73106975113756,14.0370732208968,0.010132158590308
M&A,1,-0.01528112081341,0.630622180777238,33.393381081053,-3.37343568675762,-0.225515218121872,0.004905660377358
M&A,1,-3.26923626222979,1.33792261346585,107.964060521918,-3.34980846973854,0.011211465146882,8.38805970149254
M&A,1,-0.315216486639919,0.560475390207338,3.51635831589637,-3.18584066354986,0.863804609046434,0.284153005464481
M&A,1,-1.22314973364902,0.943004134234618,1.44648404573996,-3.1656129829067,-0.4828010343913,0.207001522070015
M&A,1,-0.55095380188629,0.143321244120926,2.63025559313005,-3.12585011966297,1.02336299688415,0.010364705882353
M&A,1,-1.0634106490804,1.13403229907038,0.874625290899065,-3.0838360282008,1.50450643012362,0.850194552529183
M&A,0,-4.77067346061759,0.803286815117756,0.351434076845989,-2.84272352688328,1.03546906836978,0.62751677852349
M&A,1,-1.58366397022394,0.770523782380138,58.1607697373802,-2.75922500287351,-0.362707005819475,0.168708435421771
M&A,1,-0.788316341907064,0.337295731497819,8.01225451028729,-2.73843102967808,-0.327657231808949,0.551094890510949
M&A,1,-0.503309362334351,0.37440215854596,0.048994190291618,-2.6483371792042,-0.47753357109425,0.00316384180791
M&A,0,-0.587857603366273,22.1448661835402,0.021218968442984,-2.642476503711,-0.194746927903384,0.050354609929078
M&A,1,-3.08198904578368,0.904514912177296,61.1397511678696,-2.63921515136531,-0.161278451286315,0.047770398481974
M&A,1,-0.337521845589151,1.34253177594789,0.010562059999803,-2.60335045731035,-0.115059590027903,0.006460606060606
INV,1,-2.1248098999162,1.80132206167516,0.715949748340792,-2.29058152314932,-0.099341693066599,0.089058823529412
M&A,0,-0.933255809127095,0.080120485187123,0.169433147692672,-2.24194639560763,-6.70759364524122,0.06140350877193
INV,1,-0.203902695350622,0.627779648679088,0.375674146728795,-2.22282899867556,-1.20228410416893,0.104791337892337
M&A,1,-3.26172347455333,0.899368305686903,0.96345057238869,-2.16847813463793,-0.368008620274289,0.160345974717232
M&A,1,-1.69305880139826,0.818491912197958,0.215440249003593,-2.15746981489565,-0.379234243889273,0.011479591836735
M&A,1,-0.296538053290029,20.3507679535077,4.54537950736335,-2.1306550125803,-0.58850311814693,0.006944444444444
M&A,1,-0.13880805096606,253205.886603324,0.013156552664256,-2.01297843945024,0.947980233522648,0.026336346389912
M&A,1,-0.947662429139132,0.986048456426997,3.46418547281609,-1.89036298923105,-0.467852933901733,0.436102564102564
M&A,1,-1.58409041953101,1.69465534926606,5.08570372285481,-1.83771820736484,-0.469543014652546,0.558703703703704
M&A,1,-5.09743406659806,1.05979559312159,1.10757465239646,-1.75117969854234,-0.42209853235456,0.192307692307692
M&A,1,-2.39918828067313,0.913156501174776,292.83057570427,-1.73707932002695,3.48602019177577,1.11671007814065
M&A,1,-4.47384611583317,46295.2334490774,0.499981824247681,-1.70206538361937,-1.76355327637002,0.003564356435644
INV,1,-3.65162324808038,1.19194021445004,0.426993934729146,-1.70160327690339,0.391730632383913,0.0893170261266
M&A,1,98.8455900218016,1.03407149945629,13.7819144391419,-1.64818854841089,-0.446447837094947,0.628
M&A,1,-1.84726355285289,1.08444454769317,0.22798518379048,-1.62440537983715,0.269675624759308,0.338062663626383
M&A,1,-1.34962933471806,1.49705343562545,1.07310467670075,-1.60195567830248,-0.859147591717847,0.045683574067854
M&A,1,-2.43765501972235,0.67253893639585,0.014018127013595,-1.56562356421023,-2.12963374477283,0.003164721141375
M&A,1,-8.02497950713013,1.39489048293934,0.099484762469914,-1.52649343035237,-0.614926249170622,0.01176585939798
M&A,1,-2.58085212720639,1.67083576730274,0.040140115529385,-1.44089521400237,-1.27880023145549,0.00552
M&A,1,-0.009436059766736,162820.154393012,9.40864888323601,-1.42343235989966,1.11389835003191,0.024666279744632
M&A,1,-0.726975443979786,0.630621163895865,0.005532991709788,-1.383446681702,-2.29754020047609,0.004905660377358
M&A,1,-0.397601790931076,5.81758128895217,0.800515878301183,-1.36282588757631,-0.287577319688625,0.005533333333333
INV,1,-0.879237320206559,1.00407661855444,0.400645753169658,-1.34932710422291,-0.732875650513198,0.067789203084833
